Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
248 Example St,Houston,TX,77000,140000,2,1.0,1375,0.2596418732782369,SINGLE_FAMILY
249 Example St,Houston,TX,77000,180000,3,2.5,1668,0.25980257116620753,SINGLE_FAMILY
250 Example St,Houston,TX,77000,277000,4,2.0,2144,3.650137741046832,SINGLE_FAMILY
251 Example St,Houston,TX,77000,76500,3,1.0,1306,0.12281910009182737,SINGLE_FAMILY
252 Example St,Houston,TX,77000,235000,2,2.0,1625,0.10904499540863177,TOWNHOUSE
253 Example St,Houston,TX,77000,173000,3,2.5,1640,0.19205693296602389,SINGLE_FAMILY
254 Example St,Houston,TX,77000,158000,3,2.0,1302,0.21464646464646464,SINGLE_FAMILY
255 Example St,Houston,TX,77000,145000,3,1.0,1314,0.1928374655647383,SINGLE_FAMILY
256 Example St,Houston,TX,77000,230000,4,2.5,2291,0.20059687786960514,SINGLE_FAMILY
257 Example St,Houston,TX,77000,207500,3,2.5,1728,0.2018135904499541,SINGLE_FAMILY
258 Example St,Houston,TX,77000,220000,3,2.5,1604,0.20234159779614325,SINGLE_FAMILY
259 Example St,Houston,TX,77000,231500,3,2.5,1792,0.28546831955922863,SINGLE_FAMILY
260 Example St,Houston,TX,77000,97000,2,1.0,882,0.2915977961432507,SINGLE_FAMILY
261 Example St,Houston,TX,77000,176000,3,1.0,1382,0.44297520661157025,SINGLE_FAMILY
262 Example St,Houston,TX,77000,276000,3,2.5,2574,0.22011019283746555,SINGLE_FAMILY
263 Example St,Houston,TX,77000,151000,3,1.0,1212,0.1944674012855831,SINGLE_FAMILY
264 Example St,Houston,TX,77000,130000,3,1.0,1316,0.12626262626262627,SINGLE_FAMILY
265 Example St,Houston,TX,77000,73000,2,1.0,764,0.12011019283746556,SINGLE_FAMILY
266 Example St,Houston,TX,77000,175500,3,2.0,1422,0.2775482093663912,SINGLE_FAMILY
267 Example St,Houston,TX,77000,185000,3,2.5,1511,0.257277318640955,SINGLE_FAMILY
268 Example St,Houston,TX,77000,179500,4,2.5,2192,0.1928374655647383,SINGLE_FAMILY
269 Example St,Houston,TX,77000,120500,2,1.0,778,0.1584022038567493,SINGLE_FAMILY
270 Example St,Houston,TX,77000,148000,3,1.5,1113,0.18174931129476585,SINGLE_FAMILY
271 Example St,Houston,TX,77000,266000,3,2.5,1939,0.2462809917355372,SINGLE_FAMILY
272 Example St,Houston,TX,77000,241500,2,1.0,1363,0.8977043158861341,SINGLE_FAMILY
273 Example St,Houston,TX,77000,290000,4,2.5,2270,0.27006427915518827,SINGLE_FAMILY
274 Example St,Houston,TX,77000,139000,3,2.0,1632,0.22038567493112948,SINGLE_FAMILY
275 Example St,Houston,TX,77000,124500,2,1.0,816,0.1908631772268136,SINGLE_FAMILY
276 Example St,Houston,TX,77000,205000,3,2.5,1548,0.1667584940312213,SINGLE_FAMILY
277 Example St,Houston,TX,77000,201000,3,2.0,1560,0.2111111111111111,SINGLE_FAMILY
278 Example St,Houston,TX,77000,141000,2,1.0,864,0.4393480257116621,SINGLE_FAMILY
279 Example St,Houston,TX,77000,415298,3,2.5,2121,0.3317263544536272,SINGLE_FAMILY
280 Example St,Houston,TX,77000,192000,4,2.5,2022,0.2296831955922865,SINGLE_FAMILY
281 Example St,Houston,TX,77000,228500,3,2.5,1982,0.25911386593204777,SINGLE_FAMILY
282 Example St,Houston,TX,77000,185000,2,2.0,1262,0.1652892561983471,SINGLE_FAMILY
283 Example St,Houston,TX,77000,207500,2,2.0,1314,0.11623048668503214,TOWNHOUSE
284 Example St,Houston,TX,77000,244600,3,2.0,1468,0.2206611570247934,SINGLE_FAMILY
285 Example St,Houston,TX,77000,179200,2,2.0,1575,0.18393021120293848,TOWNHOUSE
286 Example St,Houston,TX,77000,164700,2,2.5,1250,0.09758953168044077,TOWNHOUSE
287 Example St,Houston,TX,77000,159000,3,1.5,1734,0.2246556473829201,SINGLE_FAMILY
288 Example St,Houston,TX,77000,88000,3,1.0,858,0.18652433425160697,SINGLE_FAMILY
289 Example St,Houston,TX,77000,122000,3,1.0,900,0.22541322314049586,SINGLE_FAMILY
290 Example St,Houston,TX,77000,153575,3,1.0,1396,0.20041322314049587,SINGLE_FAMILY
291 Example St,Houston,TX,77000,233230,3,2.5,1919,0.35837924701561064,SINGLE_FAMILY
292 Example St,Houston,TX,77000,135900,6,2.0,1716,0.13055555555555556,MULTI_FAMILY
293 Example St,Houston,TX,77000,131000,3,1.5,1716,0.26191460055096416,SINGLE_FAMILY
294 Example St,Houston,TX,77000,235000,3,2.5,2263,0.3824380165289256,SINGLE_FAMILY
295 Example St,Houston,TX,77000,167000,3,1.0,1644,0.22038567493112948,SINGLE_FAMILY
296 Example St,Houston,TX,77000,142500,3,1.0,1003,0.18220844811753903,SINGLE_FAMILY
297 Example St,Houston,TX,77000,152000,4,1.5,1558,0.31473829201101927,SINGLE_FAMILY
298 Example St,Houston,TX,77000,239000,3,2.5,1950,0.1698576675849403,SINGLE_FAMILY
299 Example St,Houston,TX,77000,175000,3,2.0,1743,0.26859504132231404,SINGLE_FAMILY
300 Example St,Houston,TX,77000,158500,3,1.0,1152,0.3213957759412305,SINGLE_FAMILY
301 Example St,Houston,TX,77000,157000,2,1.0,1336,0.3615702479338843,MULTI_FAMILY
302 Example St,Houston,TX,77000,267000,4,2.5,2452,0.37249770431588614,SINGLE_FAMILY
303 Example St,Houston,TX,77000,205000,3,2.0,1541,0.3146005509641873,SINGLE_FAMILY
304 Example St,Houston,TX,77000,149900,3,1.0,894,0.22497704315886133,SINGLE_FAMILY
305 Example St,Houston,TX,77000,295000,3,3.0,3493,0.42208448117539027,SINGLE_FAMILY
306 Example St,Houston,TX,77000,305900,3,2.0,2000,0.2384297520661157,SINGLE_FAMILY
307 Example St,Houston,TX,77000,225000,4,2.5,2243,0.3093204775022957,SINGLE_FAMILY
308 Example St,Houston,TX,77000,89500,3,1.0,1406,0.18181818181818182,SINGLE_FAMILY
309 Example St,Houston,TX,77000,82500,1,1.0,861,0.2833333333333333,SINGLE_FAMILY
310 Example St,Houston,TX,77000,360000,3,2.0,1944,0.2841597796143251,SINGLE_FAMILY
311 Example St,Houston,TX,77000,165600,3,2.5,1501,0.1764233241505969,SINGLE_FAMILY
312 Example St,Houston,TX,77000,132000,2,1.0,972,0.18365472910927455,SINGLE_FAMILY
313 Example St,Houston,TX,77000,119900,3,1.0,1118,0.1790633608815427,MULTI_FAMILY
314 Example St,Houston,TX,77000,375000,3,2.0,2036,4.941345270890725,SINGLE_FAMILY
315 Example St,Houston,TX,77000,178000,3,1.5,1641,0.22038567493112948,SINGLE_FAMILY
316 Example St,Houston,TX,77000,188500,3,2.5,1432,0.1789485766758494,SINGLE_FAMILY
317 Example St,Houston,TX,77000,260000,4,2.5,2353,0.29855371900826444,SINGLE_FAMILY
318 Example St,Houston,TX,77000,270000,3,2.5,1959,0.2066115702479339,SINGLE_FAMILY
319 Example St,Houston,TX,77000,260000,4,2.5,2646,0.22727272727272727,SINGLE_FAMILY
320 Example St,Houston,TX,77000,187500,3,2.0,1472,0.3240358126721763,SINGLE_FAMILY
321 Example St,Houston,TX,77000,342643,4,3.5,2596,0.37325528007346187,SINGLE_FAMILY
322 Example St,Houston,TX,77000,354000,4,2.5,2468,0.2777548209366391,SINGLE_FAMILY
323 Example St,Houston,TX,77000,301000,4,2.5,2730,0.23829201101928374,SINGLE_FAMILY
324 Example St,Houston,TX,77000,126175,3,1.0,1163,0.13360881542699724,SINGLE_FAMILY
325 Example St,Houston,TX,77000,242000,5,2.5,2978,0.2588383838383838,SINGLE_FAMILY
326 Example St,Houston,TX,77000,87000,2,1.0,803,0.1147842056932966,SINGLE_FAMILY
327 Example St,Houston,TX,77000,324000,1,1.5,1719,0.24898989898989898,TOWNHOUSE
328 Example St,Houston,TX,77000,145250,3,1.5,1383,0.2662993572084481,SINGLE_FAMILY
329 Example St,Houston,TX,77000,214500,5,2.0,2134,0.272910927456382,SINGLE_FAMILY
330 Example St,Houston,TX,77000,78000,3,1.0,1192,0.14696969696969697,SINGLE_FAMILY
331 Example St,Houston,TX,77000,119000,6,2.0,1728,0.24389348025711663,MULTI_FAMILY
332 Example St,Houston,TX,77000,139000,3,1.0,1056,0.18769513314967862,SINGLE_FAMILY
333 Example St,Houston,TX,77000,284000,3,2.0,1629,0.24460514233241507,SINGLE_FAMILY
334 Example St,Houston,TX,77000,207000,2,2.0,1358,0.1882001836547291,TOWNHOUSE
335 Example St,Houston,TX,77000,192000,3,2.5,1638,0.20757575757575758,SINGLE_FAMILY
336 Example St,Houston,TX,77000,228950,3,2.0,1786,3.780073461891644,MULTI_FAMILY
337 Example St,Houston,TX,77000,377426,3,2.0,1922,0.325,SINGLE_FAMILY
338 Example St,Houston,TX,77000,214000,3,2.0,1536,0.2097107438016529,SINGLE_FAMILY
339 Example St,Houston,TX,77000,202500,3,2.0,1621,0.3247245179063361,SINGLE_FAMILY
340 Example St,Houston,TX,77000,155000,3,1.0,1215,0.2846648301193756,SINGLE_FAMILY
341 Example St,Houston,TX,77000,202900,4,2.5,1908,0.3257805325987144,SINGLE_FAMILY
342 Example St,Houston,TX,77000,82000,2,1.0,841,0.1928374655647383,SINGLE_FAMILY
343 Example St,Houston,TX,77000,87500,2,2.0,1040,0.19614325068870522,MULTI_FAMILY
344 Example St,Houston,TX,77000,266000,2,2.0,1684,0.20314508723599634,TOWNHOUSE
345 Example St,Houston,TX,77000,85000,3,1.5,1112,0.05950413223140496,TOWNHOUSE
346 Example St,Houston,TX,77000,140200,3,1.0,1577,0.14772727272727273,SINGLE_FAMILY
347 Example St,Houston,TX,77000,151500,2,1.0,958,0.29320477502295683,SINGLE_FAMILY
348 Example St,Houston,TX,77000,157500,3,2.0,1478,0.40404040404040403,SINGLE_FAMILY
349 Example St,Houston,TX,77000,154000,2,2.5,1626,0.05619834710743802,TOWNHOUSE
350 Example St,Houston,TX,77000,437154,4,2.5,2728,0.4690312213039486,SINGLE_FAMILY
351 Example St,Houston,TX,77000,318061,2,2.0,1869,0.1795224977043159,TOWNHOUSE
352 Example St,Houston,TX,77000,190000,2,1.5,1453,0.12100550964187327,SINGLE_FAMILY
353 Example St,Houston,TX,77000,95000,3,1.0,1111,0.20853994490358127,SINGLE_FAMILY
354 Example St,Houston,TX,77000,105900,2,1.0,720,0.19559228650137742,SINGLE_FAMILY
355 Example St,Houston,TX,77000,140000,2,1.0,1595,0.1928374655647383,SINGLE_FAMILY
356 Example St,Houston,TX,77000,177500,3,2.0,1200,0.2582415059687787,SINGLE_FAMILY
357 Example St,Houston,TX,77000,173000,3,2.0,1167,0.2123048668503214,SINGLE_FAMILY
358 Example St,Houston,TX,77000,134000,3,1.5,1142,0.09696969696969697,TOWNHOUSE
359 Example St,Houston,TX,77000,130000,3,1.0,1352,0.1590909090909091,SINGLE_FAMILY
360 Example St,Houston,TX,77000,280000,3,2.5,1924,0.2757346189164371,SINGLE_FAMILY
361 Example St,Houston,TX,77000,156000,2,1.0,912,0.17309458218549129,SINGLE_FAMILY
362 Example St,Houston,TX,77000,145000,3,1.0,1505,0.20991735537190082,SINGLE_FAMILY
363 Example St,Houston,TX,77000,198500,4,3.0,1922,0.1676078971533517,SINGLE_FAMILY
364 Example St,Houston,TX,77000,118000,2,1.5,987,0.03856749311294766,TOWNHOUSE
365 Example St,Houston,TX,77000,190000,3,2.5,1574,0.4315886134067952,SINGLE_FAMILY
366 Example St,Houston,TX,77000,147000,3,1.0,1344,0.24540863177226813,SINGLE_FAMILY
367 Example St,Houston,TX,77000,159000,3,1.5,1394,0.21808999081726355,SINGLE_FAMILY
368 Example St,Houston,TX,77000,165000,3,1.0,1431,0.2100550964187328,SINGLE_FAMILY
369 Example St,Houston,TX,77000,132000,2,1.0,1268,0.1790633608815427,SINGLE_FAMILY
370 Example St,Houston,TX,77000,162000,3,1.0,1287,0.22566574839302111,SINGLE_FAMILY
371 Example St,Houston,TX,77000,172400,3,2.5,1664,0.18643250688705235,SINGLE_FAMILY
372 Example St,Houston,TX,77000,134432,4,2.0,1588,0.39302112029384756,SINGLE_FAMILY
373 Example St,Houston,TX,77000,125000,2,1.0,752,0.16471533516988063,TOWNHOUSE
374 Example St,Houston,TX,77000,123000,3,1.0,1319,0.2441230486685032,SINGLE_FAMILY
375 Example St,Houston,TX,77000,219500,4,2.5,1928,0.18824609733700642,SINGLE_FAMILY
376 Example St,Houston,TX,77000,61000,1,0.5,904,0.23002754820936638,SINGLE_FAMILY
377 Example St,Houston,TX,77000,148000,2,1.0,914,0.20307621671258036,SINGLE_FAMILY
378 Example St,Houston,TX,77000,340000,4,3.0,2466,0.2558080808080808,SINGLE_FAMILY
379 Example St,Houston,TX,77000,394432,1,1.5,1856,0.2615702479338843,SINGLE_FAMILY
380 Example St,Houston,TX,77000,179000,3,2.5,1800,0.18647842056932967,SINGLE_FAMILY
381 Example St,Houston,TX,77000,127000,3,2.0,1691,0.1147842056932966,SINGLE_FAMILY
382 Example St,Houston,TX,77000,187750,2,2.0,1301,0.1652892561983471,SINGLE_FAMILY
383 Example St,Houston,TX,77000,213500,3,2.5,1797,0.21223599632690543,SINGLE_FAMILY
384 Example St,Houston,TX,77000,76000,2,1.0,784,0.2066115702479339,SINGLE_FAMILY
385 Example St,Houston,TX,77000,240000,3,2.5,1953,1.2191689623507804,SINGLE_FAMILY
386 Example St,Houston,TX,77000,192000,2,2.0,1269,0.07304866850321395,TOWNHOUSE
387 Example St,Houston,TX,77000,81000,5,1.0,1184,0.19306703397612487,SINGLE_FAMILY
388 Example St,Houston,TX,77000,125000,3,1.0,1125,0.1652892561983471,SINGLE_FAMILY
389 Example St,Houston,TX,77000,191000,3,2.0,1479,0.21538108356290175,SINGLE_FAMILY
390 Example St,Houston,TX,77000,426000,3,2.5,2332,0.2863636363636364,SINGLE_FAMILY
391 Example St,Houston,TX,77000,119000,4,1.0,1367,0.1929522497704316,SINGLE_FAMILY
392 Example St,Houston,TX,77000,215000,3,2.5,1961,0.28028007346189165,SINGLE_FAMILY
393 Example St,Houston,TX,77000,106500,3,1.0,882,0.19143709825528007,SINGLE_FAMILY
394 Example St,Houston,TX,77000,100000,2,1.0,788,0.1709366391184573,SINGLE_FAMILY
395 Example St,Houston,TX,77000,109000,2,1.0,1034,0.23264462809917355,SINGLE_FAMILY
396 Example St,Houston,TX,77000,129000,3,1.0,1144,0.21971992653810835,SINGLE_FAMILY
397 Example St,Houston,TX,77000,123000,2,1.0,894,0.1652892561983471,SINGLE_FAMILY
398 Example St,Houston,TX,77000,169500,4,2.0,1812,0.17424242424242425,SINGLE_FAMILY
399 Example St,Houston,TX,77000,67000,2,1.0,1077,0.20585399449035813,SINGLE_FAMILY
400 Example St,Houston,TX,77000,241000,2,2.0,1550,0.18652433425160697,SINGLE_FAMILY
401 Example St,Houston,TX,77000,245500,1,1.5,1288,0.3435032139577594,TOWNHOUSE
402 Example St,Houston,TX,77000,164990,3,2.0,1310,0.20126262626262625,SINGLE_FAMILY
403 Example St,Houston,TX,77000,108000,2,1.0,672,0.23415977961432508,SINGLE_FAMILY
404 Example St,Houston,TX,77000,258000,4,2.5,2263,0.2775482093663912,SINGLE_FAMILY
405 Example St,Houston,TX,77000,168000,3,2.5,1572,0.2379247015610652,SINGLE_FAMILY
406 Example St,Houston,TX,77000,150000,3,2.0,1620,0.22936179981634527,SINGLE_FAMILY
407 Example St,Houston,TX,77000,115000,3,1.0,1639,0.24058769513314968,SINGLE_FAMILY
408 Example St,Houston,TX,77000,177000,4,2.0,1680,0.3575757575757576,SINGLE_FAMILY
409 Example St,Houston,TX,77000,280000,3,2.5,2172,0.32493112947658404,SINGLE_FAMILY
410 Example St,Houston,TX,77000,339750,3,2.5,2078,0.24793388429752067,SINGLE_FAMILY
411 Example St,Houston,TX,77000,60000,3,1.0,1276,0.21971992653810835,SINGLE_FAMILY
412 Example St,Houston,TX,77000,145000,3,1.0,1056,0.7954545454545454,MULTI_FAMILY
413 Example St,Houston,TX,77000,222000,2,2.5,1478,0.10107897153351698,SINGLE_FAMILY
414 Example St,Houston,TX,77000,115000,2,1.0,1028,0.2056932966023875,SINGLE_FAMILY
415 Example St,Houston,TX,77000,228000,3,2.5,2097,0.2577594123048669,SINGLE_FAMILY
416 Example St,Houston,TX,77000,181134,3,2.0,1340,0.2042929292929293,SINGLE_FAMILY
417 Example St,Houston,TX,77000,149500,3,1.5,1400,0.18007346189164372,SINGLE_FAMILY
418 Example St,Houston,TX,77000,239000,4,2.5,2624,0.5146923783287419,SINGLE_FAMILY
419 Example St,Houston,TX,77000,126000,3,1.5,1134,0.18732782369146006,SINGLE_FAMILY
420 Example St,Houston,TX,77000,142000,3,1.0,1056,0.19398530762167127,SINGLE_FAMILY
421 Example St,Houston,TX,77000,206300,2,2.0,1344,0.1620752984389348,MULTI_FAMILY
422 Example St,Houston,TX,77000,215000,3,2.0,1602,0.3818870523415978,SINGLE_FAMILY
423 Example St,Houston,TX,77000,113000,2,1.0,988,0.49931129476584024,SINGLE_FAMILY
424 Example St,Houston,TX,77000,315000,4,2.5,2630,0.21120293847566574,SINGLE_FAMILY
425 Example St,Houston,TX,77000,139000,2,1.0,1196,0.2066115702479339,SINGLE_FAMILY
426 Example St,Houston,TX,77000,135000,3,1.5,1389,0.07754820936639119,SINGLE_FAMILY
427 Example St,Houston,TX,77000,275000,2,2.0,1644,0.2938475665748393,SINGLE_FAMILY
428 Example St,Houston,TX,77000,109008,3,1.0,907,0.19726813590449954,SINGLE_FAMILY
429 Example St,Houston,TX,77000,195400,2,2.0,1208,0.15523415977961433,SINGLE_FAMILY
430 Example St,Houston,TX,77000,175000,3,2.0,1412,0.26301652892561983,SINGLE_FAMILY
431 Example St,Houston,TX,77000,85400,2,1.5,987,0.03856749311294766,TOWNHOUSE
432 Example St,Houston,TX,77000,79900,4,1.0,1198,0.12823691460055098,SINGLE_FAMILY
433 Example St,Houston,TX,77000,122500,2,1.5,1365,0.0440771349862259,TOWNHOUSE
434 Example St,Houston,TX,77000,181000,3,2.5,1604,0.24882920110192838,SINGLE_FAMILY
435 Example St,Houston,TX,77000,81000,1,1.0,630,0.04338842975206612,TOWNHOUSE
436 Example St,Houston,TX,77000,212000,3,2.5,1661,0.24488062442607897,SINGLE_FAMILY
437 Example St,Houston,TX,77000,116000,2,1.0,1118,0.10101010101010101,SINGLE_FAMILY
438 Example St,Houston,TX,77000,119000,2,1.0,904,0.13774104683195593,SINGLE_FAMILY
439 Example St,Houston,TX,77000,90350,2,1.0,694,0.09825528007346189,SINGLE_FAMILY
440 Example St,Houston,TX,77000,110000,3,1.0,1196,0.28360881542699723,SINGLE_FAMILY
441 Example St,Houston,TX,77000,555000,2,2.0,2402,0.35424701561065197,SINGLE_FAMILY
442 Example St,Houston,TX,77000,118000,4,2.0,1440,0.27796143250688704,MULTI_FAMILY
443 Example St,Houston,TX,77000,162900,3,2.0,1573,0.14325068870523416,SINGLE_FAMILY
444 Example St,Houston,TX,77000,172500,2,2.0,1258,0.09003673094582186,TOWNHOUSE
445 Example St,Houston,TX,77000,210000,4,2.5,1908,0.20087235996326905,SINGLE_FAMILY
446 Example St,Houston,TX,77000,127500,3,1.0,1689,0.2262396694214876,SINGLE_FAMILY
447 Example St,Houston,TX,77000,190000,2,2.5,1888,0.37860422405876953,SINGLE_FAMILY
448 Example St,Houston,TX,77000,199900,4,2.5,1886,0.2574380165289256,SINGLE_FAMILY
449 Example St,Houston,TX,77000,119500,3,2.0,1376,0.19742883379247014,SINGLE_FAMILY
450 Example St,Houston,TX,77000,120000,2,1.5,1183,0.13774104683195593,SINGLE_FAMILY
451 Example St,Houston,TX,77000,110000,2,1.0,813,0.1304866850321396,SINGLE_FAMILY
452 Example St,Houston,TX,77000,280000,2,2.0,1533,1.6244490358126722,SINGLE_FAMILY
453 Example St,Houston,TX,77000,204000,3,2.5,1756,0.21356749311294765,SINGLE_FAMILY
454 Example St,Houston,TX,77000,210000,3,2.5,1590,0.2066115702479339,SINGLE_FAMILY
455 Example St,Houston,TX,77000,188000,4,2.0,1728,0.2134297520661157,MULTI_FAMILY
456 Example St,Houston,TX,77000,175500,3,1.5,1242,0.22038567493112948,SINGLE_FAMILY
457 Example St,Houston,TX,77000,98000,4,1.0,1344,0.10493572084481176,SINGLE_FAMILY
458 Example St,Houston,TX,77000,256000,2,1.0,1663,1.2219237832874197,SINGLE_FAMILY
459 Example St,Houston,TX,77000,161000,3,1.0,1666,0.11707988980716254,SINGLE_FAMILY
460 Example St,Houston,TX,77000,110000,3,1.0,1203,0.16104224058769515,SINGLE_FAMILY
461 Example St,Houston,TX,77000,263435,3,2.5,1935,0.1837465564738292,SINGLE_FAMILY
462 Example St,Houston,TX,77000,155000,3,1.0,1135,0.1652892561983471,SINGLE_FAMILY
463 Example St,Houston,TX,77000,62383,3,1.0,864,0.19010560146923783,SINGLE_FAMILY
464 Example St,Houston,TX,77000,188700,3,1.5,1660,0.27520661157024795,SINGLE_FAMILY
465 Example St,Houston,TX,77000,124000,3,2.0,1040,0.19352617079889808,SINGLE_FAMILY
466 Example St,Houston,TX,77000,178740,2,2.0,1414,0.07052341597796143,TOWNHOUSE
467 Example St,Houston,TX,77000,167000,2,1.0,1277,0.24398530762167125,SINGLE_FAMILY
468 Example St,Houston,TX,77000,146500,3,1.5,1644,0.21763085399449036,SINGLE_FAMILY
469 Example St,Houston,TX,77000,250000,3,2.0,1634,0.2623507805325987,SINGLE_FAMILY
470 Example St,Houston,TX,77000,187000,3,2.5,1710,0.21329201101928374,SINGLE_FAMILY
471 Example St,Houston,TX,77000,212000,1,1.5,1502,0.15656565656565657,TOWNHOUSE
472 Example St,Houston,TX,77000,190000,3,2.5,1969,0.2743801652892562,SINGLE_FAMILY
473 Example St,Houston,TX,77000,148000,2,1.0,1072,0.08436639118457301,TOWNHOUSE
474 Example St,Houston,TX,77000,440000,2,2.0,1976,0.34382460973370066,SINGLE_FAMILY
475 Example St,Houston,TX,77000,251000,2,2.0,1652,0.12235996326905418,TOWNHOUSE
476 Example St,Houston,TX,77000,132500,2,1.0,970,0.19467401285583102,SINGLE_FAMILY
477 Example St,Houston,TX,77000,208900,3,2.0,1493,0.3013085399449036,SINGLE_FAMILY
478 Example St,Houston,TX,77000,380000,3,2.5,2643,0.3143480257116621,SINGLE_FAMILY
479 Example St,Houston,TX,77000,297000,3,2.0,1718,0.24419191919191918,SINGLE_FAMILY
480 Example St,Houston,TX,77000,89471,2,1.0,1131,0.13601928374655647,SINGLE_FAMILY
481 Example St,Houston,TX,77000,326000,3,2.0,1850,0.3680670339761249,SINGLE_FAMILY
482 Example St,Houston,TX,77000,374000,2,2.0,1792,0.2719467401285583,SINGLE_FAMILY
483 Example St,Houston,TX,77000,155000,4,1.5,1826,0.0573921028466483,SINGLE_FAMILY
484 Example St,Houston,TX,77000,164000,2,2.0,1216,0.10330578512396695,TOWNHOUSE
485 Example St,Houston,TX,77000,132500,3,1.0,999,0.17809917355371901,SINGLE_FAMILY
486 Example St,Houston,TX,77000,147000,3,1.0,1113,0.22038567493112948,SINGLE_FAMILY
487 Example St,Houston,TX,77000,156000,3,1.5,1073,0.23620293847566576,SINGLE_FAMILY
488 Example St,Houston,TX,77000,175000,3,2.0,1484,0.28106060606060607,SINGLE_FAMILY
489 Example St,Houston,TX,77000,160000,3,2.0,2414,0.24793388429752067,MULTI_FAMILY
490 Example St,Houston,TX,77000,86000,1,1.0,630,0.03503213957759412,TOWNHOUSE
491 Example St,Houston,TX,77000,115000,3,1.5,1304,0.06117998163452709,TOWNHOUSE
492 Example St,Houston,TX,77000,133000,3,1.0,1578,0.21786042240587694,SINGLE_FAMILY
493 Example St,Houston,TX,77000,172785,3,2.5,1456,0.3576216712580349,SINGLE_FAMILY
494 Example St,Houston,TX,77000,155000,3,1.5,1269,0.18207070707070708,SINGLE_FAMILY
495 Example St,Houston,TX,77000,91300,2,1.0,886,0.1327823691460055,SINGLE_FAMILY
496 Example St,Houston,TX,77000,34900,2,1.0,720,0.18087695133149678,SINGLE_FAMILY
497 Example St,Houston,TX,77000,430000,4,3.0,3228,0.2913682277318641,SINGLE_FAMILY
498 Example St,Houston,TX,77000,184000,4,2.0,1820,0.209366391184573,SINGLE_FAMILY
499 Example St,Houston,TX,77000,130000,3,1.0,899,0.1790633608815427,SINGLE_FAMILY
500 Example St,Houston,TX,77000,120000,2,1.0,912,0.17297979797979798,SINGLE_FAMILY
501 Example St,Houston,TX,77000,113000,3,1.5,1218,0.04338842975206612,TOWNHOUSE
502 Example St,Houston,TX,77000,226700,3,2.5,1768,0.22504591368227733,SINGLE_FAMILY
503 Example St,Houston,TX,77000,140000,2,1.0,1214,0.21051423324150598,SINGLE_FAMILY
504 Example St,Houston,TX,77000,289000,1,2.0,1801,0.3581726354453627,SINGLE_FAMILY
505 Example St,Houston,TX,77000,147000,3,2.5,1322,0.05298438934802571,TOWNHOUSE
506 Example St,Houston,TX,77000,124500,4,2.0,1960,0.1743801652892562,MULTI_FAMILY
507 Example St,Houston,TX,77000,215000,3,2.5,1911,0.21932966023875114,SINGLE_FAMILY
508 Example St,Houston,TX,77000,208300,2,2.0,1218,0.18048668503213958,SINGLE_FAMILY
509 Example St,Houston,TX,77000,161000,3,2.0,1378,0.22038567493112948,SINGLE_FAMILY
510 Example St,Houston,TX,77000,124500,3,1.0,1041,0.22038567493112948,SINGLE_FAMILY
511 Example St,Houston,TX,77000,164900,2,1.0,1363,0.33422865013774106,SINGLE_FAMILY
512 Example St,Houston,TX,77000,202665,2,2.0,1368,0.15592286501377411,TOWNHOUSE
513 Example St,Houston,TX,77000,129900,3,1.0,864,0.20890725436179983,SINGLE_FAMILY
514 Example St,Houston,TX,77000,134000,3,1.5,1080,0.21090449954086318,SINGLE_FAMILY
515 Example St,Houston,TX,77000,96500,2,1.0,789,0.24320477502295684,SINGLE_FAMILY
516 Example St,Houston,TX,77000,402861,3,2.5,2020,0.2805325987144169,SINGLE_FAMILY
517 Example St,Houston,TX,77000,158000,3,2.5,2119,0.2398530762167126,SINGLE_FAMILY
518 Example St,Houston,TX,77000,265000,3,2.5,2344,0.23434343434343435,SINGLE_FAMILY
519 Example St,Houston,TX,77000,211000,3,2.5,1796,0.21880165289256198,SINGLE_FAMILY
520 Example St,Houston,TX,77000,234000,3,1.5,2080,0.25064279155188246,SINGLE_FAMILY
521 Example St,Houston,TX,77000,106250,3,2.0,1294,0.24793388429752067,MULTI_FAMILY
522 Example St,Houston,TX,77000,150000,3,1.5,1244,0.27520661157024795,SINGLE_FAMILY
523 Example St,Houston,TX,77000,159000,3,2.0,1664,0.1147842056932966,SINGLE_FAMILY
524 Example St,Houston,TX,77000,184750,3,3.5,4676,0.9204315886134068,SINGLE_FAMILY
525 Example St,Houston,TX,77000,315750,3,2.5,2398,0.2705922865013774,SINGLE_FAMILY
526 Example St,Houston,TX,77000,176000,3,2.0,1266,0.1721763085399449,SINGLE_FAMILY
527 Example St,Houston,TX,77000,132000,2,1.0,928,0.305325987144169,SINGLE_FAMILY
528 Example St,Houston,TX,77000,446261,3,2.5,2713,0.3431588613406795,SINGLE_FAMILY
529 Example St,Houston,TX,77000,86000,2,1.0,605,0.2088613406795225,SINGLE_FAMILY
530 Example St,Houston,TX,77000,200624,4,3.0,2515,0.7499540863177226,SINGLE_FAMILY
531 Example St,Houston,TX,77000,175000,3,2.0,1509,0.23415977961432508,SINGLE_FAMILY
532 Example St,Houston,TX,77000,128000,3,2.0,1362,0.1412993572084481,SINGLE_FAMILY
533 Example St,Houston,TX,77000,107500,2,1.0,827,0.1652892561983471,SINGLE_FAMILY
534 Example St,Houston,TX,77000,39300,1,1.0,334,0.1147842056932966,SINGLE_FAMILY
